Material ID,Composition,Band Gap,Calc Types
mp-1233016,Sr2 Pr2 Mg1 Fe2 Ru2 O12,0.0,"{'mp-1233016': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234844': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1233066,Ca1 La2 Co2 Sb2 Pb2 O12,0.9810999999999991,"{'mp-1233066': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234196': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1233131,Ca1 La2 Co2 Sb2 Pb2 O12,1.8872,"{'mp-1233131': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234636': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1232976,Sr2 Li1 Pr2 Fe2 Ru2 O12,0.0,"{'mp-1232976': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1235449': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1233533,Sr2 Pr2 Mg1 Fe2 Ru2 O12,0.0,"{'mp-1233533': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234018': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1233092,Mg1 H4 C4 S4 O12 F12,2.206,{'mp-1233092': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-1233102,La2 Mg1 Co2 Sb2 Pb2 O12,0.926199999999999,"{'mp-1233102': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1233150': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1233463,La2 Mg1 Co2 Sb2 Pb2 O12,1.799999999999999,"{'mp-1233463': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234684': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1233527,Sr2 Pr2 Mg1 Fe2 Ru2 O12,0.0,"{'mp-1233527': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1234064': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1233404,La2 Mg1 Co2 Sb2 Pb2 O12,0.8036000000000001,"{'mp-1233404': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234975': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1233654,Ba6 Ca1 Nb2 Ir1 Cl2 O12,0.6808000000000001,{'mp-1233654': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-1233848,La2 Mg1 Co2 Sb2 Pb2 O12,0.6623,"{'mp-1233848': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1233907': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1233983,Mg1 H4 C4 S4 O12 F12,2.490199999999999,{'mp-1233983': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-1233609,Ca1 La2 Co2 Sb2 Pb2 O12,1.9117000000000002,"{'mp-1233609': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1233885': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1234106,La2 Mg1 Co2 Sb2 Pb2 O12,1.650399999999999,"{'mp-1234106': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1234843': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1234267,Ca1 La2 Co2 Sb2 Pb2 O12,1.5866999999999991,"{'mp-1234267': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1235001': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1234301,Sr2 Ca1 Pr2 Fe2 Ru2 O12,0.0022,"{'mp-1234301': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234558': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1233864,Sr2 Pr2 Mg1 Fe2 Ru2 O12,0.0,"{'mp-1233864': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1234966': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1233868,Sr2 Pr2 Mg1 Fe2 Ru2 O12,0.05890000000000001,"{'mp-1233868': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1233914': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1234222,Ba6 Ca1 Nb2 Ir1 Cl2 O12,0.926,"{'mp-1234222': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2912053': <CalcType.r2SCAN_Structure_Optimization: 'r2SCAN Structure Optimization'>}"
mp-1234282,Mg1 H4 C4 S4 O12 F12,3.8085,{'mp-1234282': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-1234716,Ca1 La2 Co2 Sb2 Pb2 O12,1.711799999999999,"{'mp-1234716': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234739': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235481,Li1 La2 Co2 Sb2 Pb2 O12,0.07840000000000001,"{'mp-1235481': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1235667': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1235841': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236183': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235077,Li1 La2 Co2 Sb2 Pb2 O12,0.015499999999999,"{'mp-1235077': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1235537': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1235518,K2 Ba1 Li1 Co1 N6 O12,0.9163000000000001,"{'mp-1235518': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1235660': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235261,Li1 La2 Co2 Sb2 Pb2 O12,0.0,"{'mp-1235261': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1235329': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235305,Sr2 Li1 Pr2 Fe2 Ru2 O12,0.0,"{'mp-1235305': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236407': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236490': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1236817': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235325,Li1 La2 Co2 Sb2 Pb2 O12,0.019599999999999,"{'mp-1235325': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1235474': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236353': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1236589': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1234791,Sr2 Pr2 Mg1 Fe2 Ru2 O12,0.0,{'mp-1234791': <CalcType.GGA_U_Static: 'GGA+U Static'>}
mp-1235190,Li1 La2 Co2 Sb2 Pb2 O12,0.0,"{'mp-1235190': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236104': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1234437,Ca1 La2 Co2 Sb2 Pb2 O12,0.3052,"{'mp-1234437': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234685': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1234682,Ca1 La2 Co2 Sb2 Pb2 O12,1.742899999999999,"{'mp-1234682': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1234709': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1234857,Mg1 H4 C4 S4 O12 F12,4.2729,{'mp-1234857': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-1234974,Ba6 Ca1 Nb2 Ir1 Cl2 O12,0.021300000000000003,{'mp-1234974': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-1235208,Li1 La2 Co2 Sb2 Pb2 O12,0.0,"{'mp-1235208': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236775': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235352,Li1 La2 Co2 Sb2 Pb2 O12,0.22159999999999902,"{'mp-1235352': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236769': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235524,K2 Ba1 Li1 Co1 N6 O12,1.0719,"{'mp-1235524': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1235909': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235654,Sr2 Li1 Pr2 Fe2 Ru2 O12,0.0051999999999990006,"{'mp-1235654': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236265': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235824,Li1 La2 Co2 Sb2 Pb2 O12,0.0,"{'mp-1235824': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1235866': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235998,Li1 La2 Co2 Sb2 Pb2 O12,0.5079,"{'mp-1235998': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1236646': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1236436,K2 Ba1 Li1 Co1 N6 O12,1.1227,"{'mp-1236436': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236772': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1235879,Sr2 Li1 Pr2 Fe2 Ru2 O12,0.0,"{'mp-1235879': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236130': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1236136': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1236422': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1370243,Mg1 Ti4 Mn1 Zn1 Ni1 O12,0.05670000000000001,{'mp-1370243': <CalcType.GGA_U_Static: 'GGA+U Static'>}
mp-2220676,Ba6 Mg1 Nb2 Ir1 Cl2 O12,0.24049999999999902,"{'mp-2220893': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2220676': <CalcType.GGA_Static: 'GGA Static'>}"
mp-2712525,Na12 Zr6 Ti6 Si12 S6 O72,2.6344000000000003,{'mp-2712525': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712532,Na12 Hf6 Si12 Sn6 S6 O72,2.9808,{'mp-2712532': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712675,Na12 Zr6 Si12 Sn6 S6 O72,2.7729,{'mp-2712675': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712691,Na12 Hf6 Si6 Sn6 P12 O72,3.2328,{'mp-2712691': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712558,Na12 Zr6 Si6 Sn6 P12 O72,3.1744,{'mp-2712558': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712682,Na12 Hf6 Ti6 Si12 S6 O72,2.5602,{'mp-2712682': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712704,Na12 Ti6 Si6 Sn6 P12 O72,2.5272,{'mp-2712704': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712707,Na12 Si12 Sn6 Ge6 S6 O72,2.5301,{'mp-2712707': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712542,Na12 Ti6 Si6 Ge6 P12 O72,2.508199999999999,{'mp-2712542': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712552,Na12 Zr6 Si12 Ge6 S6 O72,2.6310000000000002,{'mp-2712552': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712614,Na12 Hf6 Ti6 Si6 P12 O72,2.55,{'mp-2712614': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712667,Na12 Ti6 Si12 Ge6 S6 O72,2.733499999999999,{'mp-2712667': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712698,Na12 Hf6 Si12 Ge6 S6 O72,2.766499999999999,{'mp-2712698': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712769,Na12 Hf6 Zr6 Si12 S6 O72,4.1052,{'mp-2712769': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712783,Na12 Hf6 Zr6 Si6 P12 O72,4.3133,{'mp-2712783': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712729,Na12 Zr6 Si6 Ge6 P12 O72,3.058099999999999,{'mp-2712729': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712730,Na12 Si6 Sn6 Ge6 P12 O72,2.8829000000000002,{'mp-2712730': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712715,Na12 Ti6 Si12 Sn6 S6 O72,2.5382,{'mp-2712715': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712751,Na12 Zr6 Ti6 Si6 P12 O72,2.5986000000000002,{'mp-2712751': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712719,Na12 Hf6 Si6 Ge6 P12 O72,2.8409,{'mp-2712719': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712977,Na24 Ca6 Zn6 P12 S6 O72,3.8850000000000002,{'mp-2712977': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712983,Na24 Mg6 Zn6 P12 S6 O72,4.1162,{'mp-2712983': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2712867,Na24 Ca6 Zn6 Si6 S12 O72,3.1117,{'mp-2712867': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713045,Na24 Ca6 Mg6 Si6 S12 O72,3.450699999999999,{'mp-2713045': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713107,Na24 Mg6 Zn6 Si6 S12 O72,3.338199999999999,{'mp-2713107': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713117,Na24 Ca6 Mg6 P12 S6 O72,4.2381,{'mp-2713117': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713218,Na12 La6 Y6 P12 S6 O72,4.4981,{'mp-2713218': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713223,Na12 La6 Sc6 P12 S6 O72,4.0006,{'mp-2713223': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713231,Na12 Sc6 In6 P12 S6 O72,3.5869,{'mp-2713231': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713221,Na12 Sc6 In6 Si6 S12 O72,3.2112,{'mp-2713221': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713240,Na12 Y6 Sc6 P12 S6 O72,4.2782,{'mp-2713240': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713276,Na12 Sc6 Ga6 P12 S6 O72,3.7830999999999992,{'mp-2713276': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713277,Na12 Sc6 Ga6 Si6 S12 O72,3.479899999999999,{'mp-2713277': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713306,Na12 Y6 Ga6 P12 S6 O72,3.4105,{'mp-2713306': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713379,Na6 Ta6 Nb6 Si12 P6 O72,3.0128,{'mp-2713379': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713274,Na12 Y6 In6 P12 S6 O72,3.240299999999999,{'mp-2713274': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713263,Na12 La6 Al6 P12 S6 O72,4.5344999999999995,{'mp-2713263': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713309,Na18 Zr6 Si12 Sn6 P6 O72,3.237699999999999,{'mp-2713309': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713283,Na12 Sc6 Al6 Si6 S12 O72,4.229699999999999,{'mp-2713283': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713286,Na12 In6 Ga6 P12 S6 O72,3.3295999999999992,{'mp-2713286': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713296,Na12 Sc6 Al6 P12 S6 O72,4.4031,{'mp-2713296': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713300,Na12 Ti4 Si8 Sn4 P4 O48,2.8699000000000003,{'mp-2713300': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713328,Na12 Y6 Sc6 Si6 S12 O72,3.7763,{'mp-2713328': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713253,Na12 La6 Y6 Si6 S12 O72,4.1481,{'mp-2713253': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713257,Na12 La6 In6 Si6 S12 O72,2.6525,{'mp-2713257': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713329,Na12 Al6 Ga6 P12 S6 O72,4.125500000000001,{'mp-2713329': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713544,Na12 Al6 Ga6 Si6 S12 O72,3.7463,{'mp-2713544': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713569,Na12 Al6 In6 Si6 S12 O72,3.0957,{'mp-2713569': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713612,Na12 Al6 In6 P12 S6 O72,3.814899999999999,{'mp-2713612': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713546,Na12 Y6 Al6 Si6 S12 O72,4.1793,{'mp-2713546': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713562,Na12 Y6 In6 Si6 S12 O72,2.7576,{'mp-2713562': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713585,Na18 Zr6 Ti6 Si12 P6 O72,2.747499999999999,{'mp-2713585': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713581,Na12 La6 Sc6 Si6 S12 O72,3.7167,{'mp-2713581': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713590,Na18 Ti6 Si12 Sn6 P6 O72,2.782,{'mp-2713590': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713601,Na12 Zr4 Si8 Sn4 P4 O48,3.3591,{'mp-2713601': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713608,Na12 La6 Ga6 Si6 S12 O72,2.8757,{'mp-2713608': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713643,Na12 La6 Al6 Si6 S12 O72,4.0824,{'mp-2713643': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713657,Na12 In6 Ga6 Si6 S12 O72,2.9248000000000003,{'mp-2713657': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713624,Na12 La6 In6 P12 S6 O72,3.097399999999999,{'mp-2713624': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713658,Na12 La6 Ga6 P12 S6 O72,3.11,{'mp-2713658': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713614,Na12 Y6 Ga6 Si6 S12 O72,3.071399999999999,{'mp-2713614': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713621,Na12 Zr4 Ti4 Si8 P4 O48,2.7509,{'mp-2713621': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713630,Na12 Y6 Al6 P12 S6 O72,4.6377,{'mp-2713630': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713664,Na18 Zr6 Si12 Ge6 P6 O72,3.1765,{'mp-2713664': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713719,Na12 Zr4 Si8 Ge4 P4 O48,3.2283,{'mp-2713719': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713780,Na18 Ca6 Mg6 P6 S12 O72,4.3617,{'mp-2713780': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2713979,Na18 Mg6 Zn6 P6 S12 O72,4.2108,{'mp-2713979': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714344,Na6 Y6 Al6 P6 S12 O72,4.397200000000001,{'mp-2714344': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714351,Na24 La6 Al6 Si6 P12 O72,3.8947000000000003,{'mp-2714351': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714328,Na24 Sc6 Al6 Si12 S6 O72,4.0326,{'mp-2714328': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714384,Na24 La6 Y6 Si12 S6 O72,3.531799999999999,{'mp-2714384': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714322,Na24 La6 Al6 Si12 S6 O72,3.538699999999999,{'mp-2714322': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714385,Na6 In6 Ga6 P6 S12 O72,1.7767,{'mp-2714385': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714370,Na6 Al6 In6 P6 S12 O72,3.6385,{'mp-2714370': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714427,Na24 Y6 Sc6 Si6 P12 O72,4.101999999999999,{'mp-2714427': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714445,Na6 Y6 Ga6 P6 S12 O72,2.947899999999999,{'mp-2714445': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714466,Na24 La6 Ga6 Si6 P12 O72,2.932699999999999,{'mp-2714466': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714426,Na6 Y6 In6 P6 S12 O72,4.1742,{'mp-2714426': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714400,Na6 La6 Sc6 P6 S12 O72,3.94,{'mp-2714400': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714424,Na24 Al6 Ga6 Si12 S6 O72,3.7159,{'mp-2714424': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714436,Na24 La6 Y6 Si6 P12 O72,3.7444,{'mp-2714436': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714457,Na24 Y6 Al6 Si12 S6 O72,3.808,{'mp-2714457': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714460,Na24 Sc6 Ga6 Si12 S6 O72,3.4973,{'mp-2714460': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714461,Na24 Sc6 In6 Si12 S6 O72,3.2088,{'mp-2714461': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714472,Na24 Sc6 Ga6 Si6 P12 O72,3.8308,{'mp-2714472': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714522,Na24 Sc6 In6 Si6 P12 O72,3.576699999999999,{'mp-2714522': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714492,Na24 Y6 Ga6 Si6 P12 O72,3.4359,{'mp-2714492': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714507,Na24 Y6 Sc6 Si12 S6 O72,3.8502,{'mp-2714507': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714511,Na24 Al6 In6 Si12 S6 O72,3.2256,{'mp-2714511': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714519,Na24 Y6 In6 Si6 P12 O72,3.244599999999999,{'mp-2714519': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714470,Na24 Al6 In6 Si6 P12 O72,3.4806,{'mp-2714470': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714545,Na24 Y6 Al6 Si6 P12 O72,4.0335,{'mp-2714545': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714474,Na6 La6 Al6 P6 S12 O72,4.0204,{'mp-2714474': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714521,Na24 La6 In6 Si6 P12 O72,2.9857,{'mp-2714521': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714528,Na24 La6 Sc6 Si6 P12 O72,3.9135,{'mp-2714528': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714484,Na24 La6 In6 Si12 S6 O72,2.7323,{'mp-2714484': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714550,Na24 Al6 Ga6 Si6 P12 O72,4.0387,{'mp-2714550': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714517,Na6 La6 Ga6 P6 S12 O72,2.4535,{'mp-2714517': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714524,Na6 La6 In6 P6 S12 O72,2.7296,{'mp-2714524': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714529,Na24 In6 Ga6 Si12 S6 O72,3.1024,{'mp-2714529': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714556,Na24 In6 Ga6 Si6 P12 O72,3.3778,{'mp-2714556': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714561,Na18 Ca6 Zn6 P6 S12 O72,3.9527,{'mp-2714561': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714566,Na24 Y6 In6 Si12 S6 O72,2.9899,{'mp-2714566': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714582,Na6 La6 Y6 P6 S12 O72,4.448499999999999,{'mp-2714582': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714617,Na24 Y6 Ga6 Si12 S6 O72,3.1839,{'mp-2714617': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714607,Na6 Sc6 In6 P6 S12 O72,3.5723000000000003,{'mp-2714607': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714590,Na24 La6 Sc6 Si12 S6 O72,3.5796,{'mp-2714590': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
